product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag,product_description_clean
PRD0460,Vela Pulse 559,Accessory,Vela,250.7,160.69,2015,12,0.21,SKU-VEL00460,Mobile Accessory,Nova,White,SUP016,Malaysia,2015-02-15,GST_STANDARD,Box,False,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the nova family and supplied by vela with a 12-month warranty."
PRD0461,Candle Vista 560,Laptop,Candle,1664.1,1146.93,2014,24,1.707,SKU-CAN00461,Ultrabook,Orbit,Blue,SUP017,Australia,2014-11-11,GST_STANDARD,Protective case,True,True,"ultrabook designed for study, research and note taking, in the orbit family and supplied by candle with a 24-month warranty."
PRD0462,Vela Core 561,Smartphone,Vela,595.57,422.3,2012,24,0.243,SKU-VEL00462,5G Smartphone,Pulse,Blue,SUP018,Vietnam,2012-04-24,GST_STANDARD,Box,True,True,"5g smartphone designed for mobile photography and messaging, in the pulse family and supplied by vela with a 24-month warranty."
PRD0463,Candle Lumen 562,Tablet,Candle,1498.56,757.9,2012,24,0.526,SKU-CAN00463,Productivity Tablet,Quest,Graphite,SUP019,Korea,2012-09-25,GST_STANDARD,Box,True,True,"productivity tablet designed for portable media and video calls, in the quest family and supplied by candle with a 24-month warranty."
PRD0464,Vela Ridge 563,Home Entertainment,Vela,3820.07,2814.18,2014,24,6.135,SKU-VEL00464,Smart Display,Ridge,Graphite,SUP020,Vietnam,2014-03-26,GST_STANDARD,Recycled box,False,True,"smart display designed for music and spoken-content playback, in the ridge family and supplied by vela with a 24-month warranty."
PRD0465,Candle Arc 564,Audio,Candle,276.29,161.03,2015,12,0.421,SKU-CAN00465,Wireless Audio,Shift,Blue,SUP021,Korea,2015-03-03,GST_STANDARD,Box,True,True,"wireless audio designed for music during focused desk work, in the shift family and supplied by candle with a 12-month warranty."
PRD0466,Vela Echo 565,Smart Home,Vela,520.19,256.95,2013,12,0.306,SKU-VEL00466,Home Automation,Spark,Gold,SUP022,Malaysia,2013-01-19,GST_STANDARD,Box,True,True,"home automation designed for scheduled control of a household power outlet, in the spark family and supplied by vela with a 12-month warranty."
PRD0467,Candle Orbit 566,Gaming,Candle,1381.47,973.81,2014,24,0.948,SKU-CAN00467,Gaming Hardware,Vista,Red,SUP023,China,2014-06-26,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for casual games in a shared room, in the vista family and supplied by candle with a 24-month warranty."
PRD0468,Vela Spark 567,Wearable,Vela,523.04,352.01,2014,12,0.111,SKU-VEL00468,Health Wearable,Wave,White,SUP024,Japan,2014-05-02,GST_STANDARD,Box,True,True,"health wearable designed for walking and commute notifications, in the wave family and supplied by vela with a 12-month warranty."
PRD0469,Candle Bloom 568,Networking,Candle,710.35,417.76,2014,24,0.895,SKU-CAN00469,Connected Network,Arc,White,SUP025,China,2014-10-17,GST_STANDARD,Protective case,True,True,"connected network designed for connecting several shared household devices, in the arc family and supplied by candle with a 24-month warranty."
PRD0470,Vela Halo 569,Accessory,Vela,116.53,76.93,2015,12,0.207,SKU-VEL00470,Mobile Accessory,Atlas,Silver,SUP026,Malaysia,2015-08-17,GST_STANDARD,Protective case,True,True,"mobile accessory designed for protective storage during travel, in the atlas family and supplied by vela with a 12-month warranty."
PRD0471,Candle Quest 570,Laptop,Candle,1997.5,1279.68,2014,24,1.314,SKU-CAN00471,Ultrabook,Bloom,Red,SUP027,Korea,2014-05-12,GST_STANDARD,Box,True,True,"ultrabook designed for creative projects and media editing, in the bloom family and supplied by candle with a 24-month warranty."
PRD0472,Vela Wave 571,Smartphone,Vela,658.25,408.56,2016,24,0.294,SKU-VEL00472,5G Smartphone,Core,White,SUP028,Malaysia,2016-10-23,GST_STANDARD,Box,False,True,"5g smartphone designed for work calls and calendar management, in the core family and supplied by vela with a 24-month warranty."
PRD0473,Candle Edge 572,Tablet,Candle,1395.59,932.71,2017,24,0.458,SKU-CAN00473,Productivity Tablet,Edge,Red,SUP029,China,2017-09-26,GST_STANDARD,Protective case,True,True,"productivity tablet designed for field forms and client presentations, in the edge family and supplied by candle with a 24-month warranty."
PRD0474,Vela Nova 573,Home Entertainment,Vela,1387.31,972.47,2012,24,7.199,SKU-VEL00474,Smart Display,Echo,Blue,SUP030,Vietnam,2012-08-07,GST_STANDARD,Recycled box,False,True,"smart display designed for family media streaming, in the echo family and supplied by vela with a 24-month warranty."
PRD0475,Candle Shift 574,Audio,Candle,1049.43,651.12,2015,12,0.441,SKU-CAN00475,Wireless Audio,Flux,Graphite,SUP031,Vietnam,2015-07-09,GST_STANDARD,Recycled box,True,True,"wireless audio designed for video calls and online classes, in the flux family and supplied by candle with a 12-month warranty."
PRD0476,Vela Atlas 575,Smart Home,Vela,181.3,136.91,2013,12,0.391,SKU-VEL00476,Home Automation,Halo,Green,SUP032,Vietnam,2013-07-15,GST_STANDARD,Recycled box,True,True,"home automation designed for indoor temperature and humidity monitoring, in the halo family and supplied by vela with a 12-month warranty."
PRD0477,Candle Flux 576,Gaming,Candle,1488.86,929.41,2013,24,1.049,SKU-CAN00477,Gaming Hardware,Lumen,Green,SUP033,China,2013-09-15,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for competitive play and voice communication, in the lumen family and supplied by candle with a 24-month warranty."
PRD0478,Vela Pulse 577,Wearable,Vela,948.58,707.45,2017,12,0.111,SKU-VEL00478,Health Wearable,Nova,Graphite,SUP034,Korea,2017-03-09,GST_STANDARD,Recycled box,True,True,"health wearable designed for exercise session summaries, in the nova family and supplied by vela with a 12-month warranty."
PRD0479,Candle Vista 578,Networking,Candle,527.96,327.11,2016,24,0.686,SKU-CAN00479,Connected Network,Orbit,Red,SUP035,Korea,2016-09-08,GST_STANDARD,Recycled box,True,True,"connected network designed for video meetings and media streaming, in the orbit family and supplied by candle with a 24-month warranty."
PRD0480,Vela Core 579,Accessory,Vela,379.33,226.13,2015,12,0.133,SKU-VEL00480,Mobile Accessory,Pulse,Graphite,SUP036,Japan,2015-11-11,GST_STANDARD,Box,False,True,"mobile accessory designed for charging-cable organisation, in the pulse family and supplied by vela with a 12-month warranty."
PRD0481,Candle Lumen 580,Laptop,Candle,2924.28,1823.43,2014,24,1.576,SKU-CAN00481,Ultrabook,Quest,Blue,SUP037,China,2014-07-19,GST_STANDARD,Box,True,True,"ultrabook designed for shared home-office administration, in the quest family and supplied by candle with a 24-month warranty."
PRD0482,Vela Ridge 581,Smartphone,Vela,1511.77,834.48,2013,24,0.182,SKU-VEL00482,5G Smartphone,Ridge,Silver,SUP001,Malaysia,2013-11-27,GST_STANDARD,Protective case,True,True,"5g smartphone designed for travel planning and media use, in the ridge family and supplied by vela with a 24-month warranty."
PRD0483,Candle Arc 582,Tablet,Candle,998.58,752.42,2014,24,0.79,SKU-CAN00483,Productivity Tablet,Shift,Green,SUP002,Korea,2014-03-04,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for family learning and shared browsing, in the shift family and supplied by candle with a 24-month warranty."
PRD0484,Vela Echo 583,Home Entertainment,Vela,1093.53,706.98,2013,24,7.935,SKU-VEL00484,Smart Display,Spark,Red,SUP003,Australia,2013-06-05,GST_STANDARD,Recycled box,False,True,"smart display designed for casual living-room gaming, in the spark family and supplied by vela with a 24-month warranty."
PRD0485,Candle Orbit 584,Audio,Candle,178.75,116.21,2016,12,0.634,SKU-CAN00485,Wireless Audio,Vista,Silver,SUP004,Australia,2016-08-06,GST_STANDARD,Recycled box,True,True,"wireless audio designed for shared-room music playback, in the vista family and supplied by candle with a 12-month warranty."
PRD0486,Vela Spark 585,Smart Home,Vela,297.99,181.65,2013,12,0.286,SKU-VEL00486,Home Automation,Wave,Graphite,SUP005,Malaysia,2013-02-10,GST_STANDARD,Recycled box,True,True,"home automation designed for door and window activity alerts, in the wave family and supplied by vela with a 12-month warranty."
PRD0487,Candle Bloom 586,Gaming,Candle,136.07,89.76,2017,24,1.474,SKU-CAN00487,Gaming Hardware,Arc,Blue,SUP006,Malaysia,2017-06-03,GST_STANDARD,Protective case,True,True,"gaming hardware designed for portable gaming and travel, in the arc family and supplied by candle with a 24-month warranty."
PRD0488,Vela Halo 587,Wearable,Vela,658.75,426.45,2014,12,0.131,SKU-VEL00488,Health Wearable,Atlas,Red,SUP007,Korea,2014-12-03,GST_STANDARD,Box,True,True,"health wearable designed for calendar alerts and quick message checks, in the atlas family and supplied by vela with a 12-month warranty."
PRD0489,Candle Quest 588,Networking,Candle,1207.96,663.36,2012,24,0.584,SKU-CAN00489,Connected Network,Bloom,Silver,SUP008,Malaysia,2012-09-12,GST_STANDARD,Protective case,True,True,"connected network designed for guest-network and device management, in the bloom family and supplied by candle with a 24-month warranty."
PRD0490,Vela Wave 589,Accessory,Vela,337.69,229.36,2012,12,0.193,SKU-VEL00490,Mobile Accessory,Core,Blue,SUP009,Malaysia,2012-12-27,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for connecting several devices through one compact adapter, in the core family and supplied by vela with a 12-month warranty."
PRD0491,Candle Edge 590,Laptop,Candle,1885.4,1017.61,2014,24,1.783,SKU-CAN00491,Ultrabook,Edge,White,SUP010,Vietnam,2014-04-03,GST_STANDARD,Box,True,True,"ultrabook designed for travel-based work and presentations, in the edge family and supplied by candle with a 24-month warranty."
PRD0492,Vela Nova 591,Smartphone,Vela,961.25,628.48,2012,24,0.171,SKU-VEL00492,5G Smartphone,Echo,Graphite,SUP011,China,2012-09-25,GST_STANDARD,Protective case,True,True,"5g smartphone designed for family communication and casual apps, in the echo family and supplied by vela with a 24-month warranty."
PRD0493,Candle Shift 592,Tablet,Candle,1091.53,829.04,2012,24,0.581,SKU-CAN00493,Productivity Tablet,Flux,Blue,SUP012,China,2012-11-22,GST_STANDARD,Protective case,True,False,"productivity tablet designed for drawing and lightweight creative work, in the flux family and supplied by candle with a 24-month warranty."
PRD0494,Vela Atlas 593,Home Entertainment,Vela,1961.68,1340.28,2017,24,5.668,SKU-VEL00494,Smart Display,Halo,Green,SUP013,Australia,2017-10-11,GST_STANDARD,Box,True,True,"smart display designed for presentations and photo viewing, in the halo family and supplied by vela with a 24-month warranty."
PRD0495,Candle Flux 594,Audio,Candle,1086.82,731.06,2017,12,0.45,SKU-CAN00495,Wireless Audio,Lumen,Blue,SUP014,Korea,2017-10-09,GST_STANDARD,Box,True,True,"wireless audio designed for long listening sessions at home, in the lumen family and supplied by candle with a 12-month warranty."
PRD0496,Vela Pulse 595,Smart Home,Vela,223.21,161.06,2016,12,0.37,SKU-VEL00496,Home Automation,Nova,White,SUP015,Australia,2016-10-24,GST_STANDARD,Box,False,True,"home automation designed for automated blind and curtain routines, in the nova family and supplied by vela with a 12-month warranty."
PRD0497,Candle Vista 596,Gaming,Candle,2082.0,1326.72,2012,24,1.029,SKU-CAN00497,Gaming Hardware,Orbit,Black,SUP016,Japan,2012-03-03,GST_STANDARD,Protective case,True,True,"gaming hardware designed for game streaming and media capture, in the orbit family and supplied by candle with a 24-month warranty."
PRD0498,Vela Core 597,Wearable,Vela,536.61,284.29,2013,12,0.113,SKU-VEL00498,Health Wearable,Pulse,Green,SUP017,Japan,2013-06-03,GST_STANDARD,Recycled box,True,True,"health wearable designed for habit reminders and everyday timekeeping, in the pulse family and supplied by vela with a 12-month warranty."
PRD0499,Candle Lumen 598,Networking,Candle,253.73,188.42,2016,24,0.712,SKU-CAN00499,Connected Network,Quest,Black,SUP018,Malaysia,2016-01-07,GST_STANDARD,Recycled box,True,True,"connected network designed for extending coverage between rooms, in the quest family and supplied by candle with a 24-month warranty."
PRD0500,Vela Ridge 599,Accessory,Vela,250.29,145.92,2017,12,0.146,SKU-VEL00500,Mobile Accessory,Ridge,White,SUP019,Australia,2017-07-18,GST_STANDARD,Protective case,False,True,"mobile accessory designed for hands-free device support in a shared workspace, in the ridge family and supplied by vela with a 12-month warranty."
PRD0501,Candle Arc 600,Laptop,Candle,2831.58,1703.88,2013,24,1.6,SKU-CAN00501,Ultrabook,Shift,Green,SUP020,Japan,2013-11-17,GST_STANDARD,Protective case,False,True,"ultrabook designed for portable document work and video meetings, in the shift family and supplied by candle with a 24-month warranty."
PRD0502,Vela Echo 601,Smartphone,Vela,1737.87,965.2,2014,24,0.184,SKU-VEL00502,5G Smartphone,Spark,White,SUP021,Malaysia,2014-02-21,GST_STANDARD,Protective case,False,True,"5g smartphone designed for daily communication and navigation, in the spark family and supplied by vela with a 24-month warranty."
PRD0503,Candle Orbit 602,Tablet,Candle,946.68,470.27,2015,24,0.632,SKU-CAN00503,Productivity Tablet,Vista,Red,SUP022,Australia,2015-01-22,GST_STANDARD,Recycled box,False,True,"productivity tablet designed for reading, annotation and handwritten notes, in the vista family and supplied by candle with a 24-month warranty."
PRD0504,Vela Spark 603,Home Entertainment,Vela,3043.58,2184.74,2017,24,9.269,SKU-VEL00504,Smart Display,Wave,Silver,SUP023,China,2017-08-18,GST_STANDARD,Protective case,True,True,"smart display designed for shared film and television viewing, in the wave family and supplied by vela with a 24-month warranty."
PRD0505,Candle Bloom 604,Audio,Candle,967.54,535.05,2015,12,0.488,SKU-CAN00505,Wireless Audio,Arc,Graphite,SUP024,China,2015-06-08,GST_STANDARD,Protective case,True,True,"wireless audio designed for commuting and spoken-content listening, in the arc family and supplied by candle with a 12-month warranty."
PRD0506,Vela Halo 605,Smart Home,Vela,760.73,379.92,2017,12,0.378,SKU-VEL00506,Home Automation,Atlas,Red,SUP025,China,2017-04-06,GST_STANDARD,Box,False,False,"home automation designed for app-controlled room lighting, in the atlas family and supplied by vela with a 12-month warranty."
PRD0507,Candle Quest 606,Gaming,Candle,2282.08,1578.25,2015,24,1.599,SKU-CAN00507,Gaming Hardware,Bloom,Green,SUP026,Korea,2015-12-18,GST_STANDARD,Box,True,True,"gaming hardware designed for long desktop gaming sessions, in the bloom family and supplied by candle with a 24-month warranty."
PRD0508,Vela Wave 607,Wearable,Vela,652.45,495.4,2016,12,0.159,SKU-VEL00508,Health Wearable,Core,Graphite,SUP027,Korea,2016-04-21,GST_STANDARD,Recycled box,True,True,"health wearable designed for daily activity and sleep tracking, in the core family and supplied by vela with a 12-month warranty."
PRD0509,Candle Edge 608,Networking,Candle,306.02,201.38,2012,24,0.658,SKU-CAN00509,Connected Network,Edge,White,SUP028,Japan,2012-04-20,GST_STANDARD,Protective case,True,True,"connected network designed for home-office wireless coverage, in the edge family and supplied by candle with a 24-month warranty."
PRD0510,Vela Nova 609,Accessory,Vela,176.33,110.79,2012,12,0.176,SKU-VEL00510,Mobile Accessory,Echo,White,SUP029,Malaysia,2012-10-04,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the echo family and supplied by vela with a 12-month warranty."
PRD0511,Candle Shift 610,Laptop,Candle,2672.61,1767.54,2016,24,1.623,SKU-CAN00511,Ultrabook,Flux,Blue,SUP030,Korea,2016-05-06,GST_STANDARD,Recycled box,True,True,"ultrabook designed for study, research and note taking, in the flux family and supplied by candle with a 24-month warranty."
PRD0512,Vela Atlas 611,Smartphone,Vela,1057.04,512.59,2016,24,0.23,SKU-VEL00512,5G Smartphone,Halo,Red,SUP031,Korea,2016-06-23,GST_STANDARD,Protective case,True,True,"5g smartphone designed for mobile photography and messaging, in the halo family and supplied by vela with a 24-month warranty."
PRD0513,Candle Flux 612,Tablet,Candle,532.33,322.37,2015,24,0.778,SKU-CAN00513,Productivity Tablet,Lumen,Gold,SUP032,Japan,2015-01-26,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for portable media and video calls, in the lumen family and supplied by candle with a 24-month warranty."
PRD0514,Vela Pulse 613,Home Entertainment,Vela,1035.93,611.23,2014,24,9.943,SKU-VEL00514,Smart Display,Nova,Red,SUP033,Korea,2014-08-09,GST_STANDARD,Box,True,True,"smart display designed for music and spoken-content playback, in the nova family and supplied by vela with a 24-month warranty."
PRD0515,Candle Vista 614,Audio,Candle,1139.31,631.37,2012,12,0.376,SKU-CAN00515,Wireless Audio,Orbit,White,SUP034,Korea,2012-09-09,GST_STANDARD,Protective case,True,True,"wireless audio designed for music during focused desk work, in the orbit family and supplied by candle with a 12-month warranty."
PRD0516,Vela Core 615,Smart Home,Vela,293.41,191.74,2015,12,0.463,SKU-VEL00516,Home Automation,Pulse,Black,SUP035,Australia,2015-07-07,GST_STANDARD,Box,True,True,"home automation designed for scheduled control of a household power outlet, in the pulse family and supplied by vela with a 12-month warranty."
PRD0517,Candle Lumen 616,Gaming,Candle,466.6,332.56,2015,24,1.346,SKU-CAN00517,Gaming Hardware,Quest,Silver,SUP036,Korea,2015-01-26,GST_STANDARD,Protective case,True,True,"gaming hardware designed for casual games in a shared room, in the quest family and supplied by candle with a 24-month warranty."
PRD0518,Vela Ridge 617,Wearable,Vela,365.35,202.91,2015,12,0.121,SKU-VEL00518,Health Wearable,Ridge,Green,SUP037,China,2015-09-04,GST_STANDARD,Recycled box,True,True,"health wearable designed for walking and commute notifications, in the ridge family and supplied by vela with a 12-month warranty."
PRD0519,Candle Arc 618,Networking,Candle,1464.8,1063.91,2015,24,0.747,SKU-CAN00519,Connected Network,Shift,Blue,SUP001,Japan,2015-05-13,GST_STANDARD,Recycled box,True,True,"connected network designed for connecting several shared household devices, in the shift family and supplied by candle with a 24-month warranty."
PRD0520,Vela Echo 619,Accessory,Vela,298.12,191.49,2015,12,0.21,SKU-VEL00520,Mobile Accessory,Spark,Red,SUP002,Malaysia,2015-04-26,GST_STANDARD,Box,False,True,"mobile accessory designed for protective storage during travel, in the spark family and supplied by vela with a 12-month warranty."
PRD0521,Candle Orbit 620,Laptop,Candle,2581.65,1809.72,2015,24,1.886,SKU-CAN00521,Ultrabook,Vista,Graphite,SUP003,Korea,2015-09-23,GST_STANDARD,Recycled box,False,False,"ultrabook designed for creative projects and media editing, in the vista family and supplied by candle with a 24-month warranty."
PRD0522,Vela Spark 621,Smartphone,Vela,1323.78,878.63,2013,24,0.284,SKU-VEL00522,5G Smartphone,Wave,Green,SUP004,Australia,2013-04-14,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for work calls and calendar management, in the wave family and supplied by vela with a 24-month warranty."
PRD0523,Candle Bloom 622,Tablet,Candle,462.11,235.69,2016,24,0.835,SKU-CAN00523,Productivity Tablet,Arc,Black,SUP005,Malaysia,2016-12-12,GST_STANDARD,Protective case,False,True,"productivity tablet designed for field forms and client presentations, in the arc family and supplied by candle with a 24-month warranty."
PRD0524,Vela Halo 623,Home Entertainment,Vela,3613.52,2309.45,2013,24,9.885,SKU-VEL00524,Smart Display,Atlas,Gold,SUP006,Korea,2013-06-21,GST_STANDARD,Box,True,True,"smart display designed for family media streaming, in the atlas family and supplied by vela with a 24-month warranty."
PRD0525,Candle Quest 624,Audio,Candle,589.06,436.6,2017,12,0.437,SKU-CAN00525,Wireless Audio,Bloom,White,SUP007,Malaysia,2017-12-19,GST_STANDARD,Box,True,True,"wireless audio designed for video calls and online classes, in the bloom family and supplied by candle with a 12-month warranty."
PRD0526,Vela Wave 625,Smart Home,Vela,84.58,50.06,2014,12,0.313,SKU-VEL00526,Home Automation,Core,Black,SUP008,Vietnam,2014-09-20,GST_STANDARD,Protective case,False,True,"home automation designed for indoor temperature and humidity monitoring, in the core family and supplied by vela with a 12-month warranty."
PRD0527,Candle Edge 626,Gaming,Candle,2076.11,1062.9,2016,24,1.269,SKU-CAN00527,Gaming Hardware,Edge,Black,SUP009,Korea,2016-04-08,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for competitive play and voice communication, in the edge family and supplied by candle with a 24-month warranty."
PRD0528,Vela Nova 627,Wearable,Vela,386.06,193.59,2013,12,0.095,SKU-VEL00528,Health Wearable,Echo,Silver,SUP010,Malaysia,2013-08-25,GST_STANDARD,Protective case,False,True,"health wearable designed for exercise session summaries, in the echo family and supplied by vela with a 12-month warranty."
PRD0529,Candle Shift 628,Networking,Candle,915.61,563.72,2013,24,0.587,SKU-CAN00529,Connected Network,Flux,Black,SUP011,Vietnam,2013-01-21,GST_STANDARD,Box,True,True,"connected network designed for video meetings and media streaming, in the flux family and supplied by candle with a 24-month warranty."
PRD0530,Vela Atlas 629,Accessory,Vela,210.45,158.7,2014,12,0.213,SKU-VEL00530,Mobile Accessory,Halo,White,SUP012,Japan,2014-12-12,GST_STANDARD,Protective case,True,True,"mobile accessory designed for charging-cable organisation, in the halo family and supplied by vela with a 12-month warranty."
PRD0531,Candle Flux 630,Laptop,Candle,2292.33,1726.07,2012,24,1.705,SKU-CAN00531,Ultrabook,Lumen,Blue,SUP013,Australia,2012-07-01,GST_STANDARD,Recycled box,True,True,"ultrabook designed for shared home-office administration, in the lumen family and supplied by candle with a 24-month warranty."
PRD0532,Vela Pulse 631,Smartphone,Vela,1430.86,714.46,2014,24,0.208,SKU-VEL00532,5G Smartphone,Nova,Graphite,SUP014,Korea,2014-04-25,GST_STANDARD,Box,True,True,"5g smartphone designed for travel planning and media use, in the nova family and supplied by vela with a 24-month warranty."
PRD0533,Candle Vista 632,Tablet,Candle,367.95,241.52,2013,24,0.69,SKU-CAN00533,Productivity Tablet,Orbit,Green,SUP015,China,2013-05-21,GST_STANDARD,Protective case,True,True,"productivity tablet designed for family learning and shared browsing, in the orbit family and supplied by candle with a 24-month warranty."
PRD0534,Vela Core 633,Home Entertainment,Vela,3831.9,2065.46,2017,24,10.121,SKU-VEL00534,Smart Display,Pulse,Red,SUP016,China,2017-01-24,GST_STANDARD,Recycled box,False,True,"smart display designed for casual living-room gaming, in the pulse family and supplied by vela with a 24-month warranty."
PRD0535,Candle Lumen 634,Audio,Candle,1030.78,535.54,2015,12,0.501,SKU-CAN00535,Wireless Audio,Quest,Gold,SUP017,Malaysia,2015-12-02,GST_STANDARD,Protective case,False,True,"wireless audio designed for shared-room music playback, in the quest family and supplied by candle with a 12-month warranty."
PRD0536,Vela Ridge 635,Smart Home,Vela,274.78,208.27,2015,12,0.475,SKU-VEL00536,Home Automation,Ridge,Red,SUP018,China,2015-04-24,GST_STANDARD,Recycled box,False,True,"home automation designed for door and window activity alerts, in the ridge family and supplied by vela with a 12-month warranty."
PRD0537,Candle Arc 636,Gaming,Candle,669.66,482.25,2012,24,1.641,SKU-CAN00537,Gaming Hardware,Shift,Graphite,SUP019,Australia,2012-05-13,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for portable gaming and travel, in the shift family and supplied by candle with a 24-month warranty."
PRD0538,Vela Echo 637,Wearable,Vela,986.28,712.86,2013,12,0.099,SKU-VEL00538,Health Wearable,Spark,Silver,SUP020,Korea,2013-09-24,GST_STANDARD,Protective case,True,True,"health wearable designed for calendar alerts and quick message checks, in the spark family and supplied by vela with a 12-month warranty."
PRD0539,Candle Orbit 638,Networking,Candle,968.63,683.75,2013,24,0.874,SKU-CAN00539,Connected Network,Vista,Blue,SUP021,Australia,2013-07-16,GST_STANDARD,Protective case,True,True,"connected network designed for guest-network and device management, in the vista family and supplied by candle with a 24-month warranty."
PRD0540,Vela Spark 639,Accessory,Vela,369.8,276.88,2016,12,0.177,SKU-VEL00540,Mobile Accessory,Wave,Black,SUP022,China,2016-07-16,GST_STANDARD,Protective case,False,True,"mobile accessory designed for connecting several devices through one compact adapter, in the wave family and supplied by vela with a 12-month warranty."
PRD0541,Candle Bloom 640,Laptop,Candle,3125.61,1579.1,2012,24,1.46,SKU-CAN00541,Ultrabook,Arc,Graphite,SUP023,Australia,2012-11-08,GST_STANDARD,Box,True,False,"ultrabook designed for travel-based work and presentations, in the arc family and supplied by candle with a 24-month warranty."
PRD0542,Vela Halo 641,Smartphone,Vela,1746.75,984.91,2014,24,0.263,SKU-VEL00542,5G Smartphone,Atlas,Green,SUP024,Korea,2014-11-05,GST_STANDARD,Box,True,True,"5g smartphone designed for family communication and casual apps, in the atlas family and supplied by vela with a 24-month warranty."
PRD0543,Candle Quest 642,Tablet,Candle,303.53,161.02,2016,24,0.515,SKU-CAN00543,Productivity Tablet,Bloom,Silver,SUP025,Malaysia,2016-11-11,GST_STANDARD,Protective case,True,True,"productivity tablet designed for drawing and lightweight creative work, in the bloom family and supplied by candle with a 24-month warranty."
PRD0544,Vela Wave 643,Home Entertainment,Vela,975.01,681.69,2013,24,9.86,SKU-VEL00544,Smart Display,Core,Red,SUP026,Japan,2013-06-07,GST_STANDARD,Recycled box,True,True,"smart display designed for presentations and photo viewing, in the core family and supplied by vela with a 24-month warranty."
PRD0545,Candle Edge 644,Audio,Candle,219.94,162.89,2017,12,0.394,SKU-CAN00545,Wireless Audio,Edge,Blue,SUP027,Australia,2017-10-26,GST_STANDARD,Box,True,True,"wireless audio designed for long listening sessions at home, in the edge family and supplied by candle with a 12-month warranty."
PRD0546,Vela Nova 645,Smart Home,Vela,401.4,218.5,2016,12,0.36,SKU-VEL00546,Home Automation,Echo,Silver,SUP028,Australia,2016-04-14,GST_STANDARD,Recycled box,True,True,"home automation designed for automated blind and curtain routines, in the echo family and supplied by vela with a 12-month warranty."
PRD0547,Candle Shift 646,Gaming,Candle,2316.63,1275.01,2017,24,1.308,SKU-CAN00547,Gaming Hardware,Flux,Green,SUP029,Japan,2017-06-10,GST_STANDARD,Protective case,False,True,"gaming hardware designed for game streaming and media capture, in the flux family and supplied by candle with a 24-month warranty."
PRD0548,Vela Atlas 647,Wearable,Vela,957.21,656.29,2015,12,0.111,SKU-VEL00548,Health Wearable,Halo,Red,SUP030,Japan,2015-07-24,GST_STANDARD,Recycled box,True,True,"health wearable designed for habit reminders and everyday timekeeping, in the halo family and supplied by vela with a 12-month warranty."
PRD0549,Candle Flux 648,Networking,Candle,290.7,174.63,2016,24,0.531,SKU-CAN00549,Connected Network,Lumen,Black,SUP031,Japan,2016-11-15,GST_STANDARD,Box,True,True,"connected network designed for extending coverage between rooms, in the lumen family and supplied by candle with a 24-month warranty."
PRD0550,Vela Pulse 649,Accessory,Vela,178.21,106.44,2016,12,0.231,SKU-VEL00550,Mobile Accessory,Nova,Silver,SUP032,Australia,2016-07-19,GST_STANDARD,Box,True,False,"mobile accessory designed for hands-free device support in a shared workspace, in the nova family and supplied by vela with a 12-month warranty."
PRD0551,Candle Vista 650,Laptop,Candle,2017.82,1458.27,2015,24,1.086,SKU-CAN00551,Ultrabook,Orbit,Green,SUP033,China,2015-10-11,GST_STANDARD,Recycled box,False,True,"ultrabook designed for portable document work and video meetings, in the orbit family and supplied by candle with a 24-month warranty."
PRD0552,Vela Core 651,Smartphone,Vela,1741.06,1073.17,2012,24,0.159,SKU-VEL00552,5G Smartphone,Pulse,Graphite,SUP034,Malaysia,2012-02-13,GST_STANDARD,Box,True,True,"5g smartphone designed for daily communication and navigation, in the pulse family and supplied by vela with a 24-month warranty."
PRD0553,Candle Lumen 652,Tablet,Candle,1464.9,721.28,2017,24,0.796,SKU-CAN00553,Productivity Tablet,Quest,White,SUP035,China,2017-07-08,GST_STANDARD,Recycled box,False,True,"productivity tablet designed for reading, annotation and handwritten notes, in the quest family and supplied by candle with a 24-month warranty."
PRD0554,Vela Ridge 653,Home Entertainment,Vela,2812.01,1434.54,2017,24,8.68,SKU-VEL00554,Smart Display,Ridge,Black,SUP036,Vietnam,2017-10-15,GST_STANDARD,Protective case,True,True,"smart display designed for shared film and television viewing, in the ridge family and supplied by vela with a 24-month warranty."
PRD0555,Candle Arc 654,Audio,Candle,1183.16,647.81,2013,12,0.456,SKU-CAN00555,Wireless Audio,Shift,Black,SUP037,Korea,2013-03-02,GST_STANDARD,Box,False,True,"wireless audio designed for commuting and spoken-content listening, in the shift family and supplied by candle with a 12-month warranty."
