customer_id,signup_date,loyalty_tier,customer_segment,age_band,preferred_channel,home_suburb,prior_12m_orders,lifetime_value_before_period,marketing_consent,home_postcode,home_state,home_country,preferred_language,acquisition_source,account_status,preferred_device,email_domain,household_size_band,contact_frequency_preference
CUS00334,2013-04-14,Bronze,Mainstream,18-24,Web,St Kilda,12,3566.63,False,3182,VIC,Australia,zh,Store,Active,Tablet,example.net,2,Weekly
CUS00335,2016-04-12,Bronze,Small Business,18-24,Web,Richmond,19,3570.0,True,3121,VIC,Australia,pl,Social,Active,Desktop,mail.test,3-4,Weekly
CUS00336,2016-03-22,Bronze,Value,55+,Mobile,Hawthorn,7,3250.92,True,3122,VIC,Australia,hi,Paid Search,Active,Tablet,example.net,2,Monthly
CUS00337,2015-02-21,Bronze,Value,18-24,Store,Northcote,10,7524.71,True,3070,VIC,Australia,pl,Organic,Active,Mobile,inbox.example,5+,Essential only
CUS00338,2017-12-22,Silver,Small Business,18-24,Mobile,Southbank,6,3767.71,True,3006,VIC,Australia,de,Store,Active,Desktop,example.net,5+,Essential only
CUS00339,2017-01-26,Bronze,Small Business,35-44,Store,Melbourne,8,5210.79,True,3000,VIC,Australia,en,Social,Active,Desktop,mail.test,1,Essential only
CUS00340,2014-01-24,Silver,Small Business,35-44,Web,Docklands,5,4478.21,True,3008,VIC,Australia,zh,Store,Active,Desktop,example.net,3-4,Monthly
CUS00341,2015-09-10,Silver,Premium,45-54,Web,Richmond,15,11490.36,True,3121,VIC,Australia,ru,Referral,Active,Tablet,example.net,1,Essential only
CUS00342,2013-01-17,Silver,Premium,55+,Mobile,Northcote,9,8763.1,True,3070,VIC,Australia,pl,Organic,Dormant,Tablet,mail.test,1,Quarterly
CUS00343,2015-05-16,Bronze,Premium,35-44,Mobile,Northcote,19,3250.32,True,3070,VIC,Australia,ar,Organic,Active,Mobile,inbox.example,1,Weekly
CUS00344,2015-09-03,Bronze,Value,25-34,Store,Carlton,3,910.53,True,3053,VIC,Australia,ru,Organic,Active,Mobile,example.net,3-4,Essential only
CUS00345,2014-05-04,Silver,Small Business,25-34,Web,Melbourne,0,557.4,True,3000,VIC,Australia,ar,Store,Active,Tablet,example.net,1,Essential only
CUS00346,2015-07-15,Platinum,Value,45-54,Store,Richmond,4,2259.97,False,3121,VIC,Australia,ja,Referral,Active,Tablet,mail.test,1,Quarterly
CUS00347,2016-08-23,Gold,Premium,25-34,Store,Southbank,19,2045.12,True,3006,VIC,Australia,hi,Social,Active,Mobile,inbox.example,3-4,Weekly
CUS00348,2016-10-03,Silver,Premium,18-24,Store,Richmond,6,6221.37,True,3121,VIC,Australia,ru,Store,Active,Mobile,example.net,5+,Essential only
CUS00349,2016-09-09,Gold,Premium,35-44,Store,Hawthorn,14,12262.86,False,3122,VIC,Australia,fr,Paid Search,Active,Tablet,inbox.example,5+,Monthly
CUS00350,2017-08-01,Gold,Small Business,18-24,Mobile,Richmond,2,1807.99,True,3121,VIC,Australia,nl,Social,Active,Tablet,example.net,1,Weekly
CUS00351,2014-05-27,Silver,Small Business,35-44,Store,Carlton,11,8103.67,False,3053,VIC,Australia,en,Store,Active,Mobile,example.net,5+,Weekly
CUS00352,2014-08-14,Silver,Value,35-44,Mobile,Docklands,1,766.83,False,3008,VIC,Australia,it,Referral,Dormant,Mobile,example.net,3-4,Quarterly
CUS00353,2014-10-27,Gold,Premium,25-34,Web,Melbourne,7,3472.92,True,3000,VIC,Australia,ja,Organic,Active,Tablet,example.net,1,Quarterly
CUS00354,2014-04-16,Bronze,Mainstream,35-44,Store,Docklands,8,2809.71,False,3008,VIC,Australia,ru,Social,Active,Desktop,example.net,5+,Essential only
CUS00355,2014-08-22,Silver,Value,45-54,Store,Brunswick,9,6153.56,True,3056,VIC,Australia,zh,Organic,Active,Mobile,inbox.example,5+,Monthly
CUS00356,2015-11-12,Gold,Small Business,25-34,Mobile,Footscray,20,14102.33,True,3011,VIC,Australia,es,Store,Active,Tablet,example.net,2,Weekly
CUS00357,2013-04-04,Silver,Mainstream,25-34,Mobile,St Kilda,12,1349.5,True,3182,VIC,Australia,zh,Referral,Active,Tablet,example.net,5+,Weekly
CUS00358,2013-03-19,Platinum,Mainstream,18-24,Store,Hawthorn,12,3055.82,True,3122,VIC,Australia,ru,Paid Search,Active,Desktop,inbox.example,5+,Quarterly
CUS00359,2013-08-18,Bronze,Small Business,18-24,Store,Footscray,0,557.72,False,3011,VIC,Australia,pl,Social,Active,Mobile,inbox.example,1,Quarterly
CUS00360,2017-10-03,Gold,Mainstream,35-44,Mobile,Docklands,10,1009.7,True,3008,VIC,Australia,ar,Referral,Active,Desktop,inbox.example,3-4,Essential only
CUS00361,2015-03-19,Silver,Small Business,45-54,Store,Melbourne,14,1651.69,True,3000,VIC,Australia,ja,Referral,Active,Tablet,mail.test,3-4,Weekly
CUS00362,2015-08-23,Bronze,Value,45-54,Mobile,Southbank,19,11413.95,True,3006,VIC,Australia,pt,Social,Dormant,Desktop,inbox.example,2,Quarterly
CUS00363,2017-05-24,Gold,Mainstream,25-34,Store,Northcote,2,2183.02,True,3070,VIC,Australia,hi,Paid Search,Active,Mobile,example.net,1,Monthly
CUS00364,2017-01-03,Silver,Premium,35-44,Store,St Kilda,1,669.17,False,3182,VIC,Australia,ja,Referral,Active,Mobile,example.net,5+,Quarterly
CUS00365,2015-05-14,Bronze,Premium,35-44,Store,Hawthorn,14,7106.31,True,3122,VIC,Australia,hi,Referral,Active,Tablet,mail.test,5+,Quarterly
CUS00366,2015-11-06,Bronze,Premium,25-34,Mobile,Melbourne,11,9028.51,False,3000,VIC,Australia,fr,Social,Active,Mobile,inbox.example,2,Essential only
CUS00367,2016-03-10,Silver,Value,35-44,Store,Northcote,4,430.94,True,3070,VIC,Australia,pl,Social,Active,Mobile,example.net,5+,Quarterly
CUS00368,2016-12-15,Silver,Small Business,35-44,Web,Richmond,12,3820.66,True,3121,VIC,Australia,en,Organic,Dormant,Tablet,mail.test,3-4,Essential only
CUS00369,2015-11-13,Silver,Small Business,18-24,Web,Brunswick,11,5796.18,False,3056,VIC,Australia,ja,Organic,Active,Tablet,mail.test,3-4,Monthly
CUS00370,2017-10-27,Bronze,Premium,18-24,Web,Docklands,4,1424.87,True,3008,VIC,Australia,nl,Store,Active,Tablet,inbox.example,1,Quarterly
CUS00371,2015-08-26,Silver,Small Business,55+,Web,Southbank,19,12375.41,True,3006,VIC,Australia,pt,Organic,Active,Desktop,inbox.example,5+,Weekly
CUS00372,2016-09-24,Bronze,Premium,35-44,Store,Northcote,19,12912.05,True,3070,VIC,Australia,es,Store,Active,Desktop,inbox.example,5+,Weekly
CUS00373,2013-12-27,Bronze,Premium,18-24,Mobile,Carlton,11,1195.47,True,3053,VIC,Australia,ja,Referral,Active,Mobile,example.net,3-4,Weekly
CUS00374,2013-01-16,Bronze,Small Business,35-44,Mobile,Footscray,8,4074.42,True,3011,VIC,Australia,pt,Organic,Active,Desktop,example.net,1,Monthly
CUS00375,2015-04-19,Bronze,Premium,18-24,Mobile,Southbank,11,10580.52,True,3006,VIC,Australia,ja,Paid Search,Active,Mobile,inbox.example,1,Essential only
CUS00376,2013-11-25,Bronze,Premium,25-34,Store,St Kilda,21,12036.47,True,3182,VIC,Australia,ar,Social,Active,Desktop,inbox.example,3-4,Essential only
CUS00377,2013-12-07,Gold,Small Business,55+,Mobile,Docklands,6,2286.25,False,3008,VIC,Australia,zh,Social,Active,Desktop,example.net,5+,Weekly
CUS00378,2013-01-22,Bronze,Mainstream,35-44,Web,Northcote,18,16227.39,True,3070,VIC,Australia,ru,Referral,Active,Mobile,example.net,1,Essential only
CUS00379,2016-03-14,Silver,Premium,55+,Store,Footscray,8,2016.32,True,3011,VIC,Australia,it,Referral,Dormant,Desktop,mail.test,2,Monthly
CUS00380,2015-01-19,Bronze,Value,25-34,Web,St Kilda,1,1240.45,True,3182,VIC,Australia,ja,Referral,Active,Desktop,mail.test,2,Quarterly
CUS00381,2017-12-18,Silver,Small Business,55+,Store,Southbank,16,2109.93,False,3006,VIC,Australia,fr,Social,Active,Mobile,inbox.example,5+,Weekly
CUS00382,2016-09-13,Bronze,Value,35-44,Mobile,Hawthorn,9,4991.35,True,3122,VIC,Australia,nl,Paid Search,Active,Desktop,inbox.example,5+,Monthly
CUS00383,2017-11-12,Gold,Small Business,55+,Store,Hawthorn,11,8739.35,True,3122,VIC,Australia,it,Store,Active,Desktop,inbox.example,3-4,Monthly
CUS00384,2016-10-03,Bronze,Value,45-54,Web,St Kilda,8,789.42,True,3182,VIC,Australia,zh,Store,Active,Tablet,inbox.example,2,Monthly
CUS00385,2015-04-23,Platinum,Value,35-44,Web,Carlton,12,6921.35,False,3053,VIC,Australia,de,Referral,Active,Desktop,mail.test,5+,Essential only
CUS00386,2017-08-27,Bronze,Small Business,25-34,Store,St Kilda,8,1733.58,True,3182,VIC,Australia,en,Organic,Dormant,Desktop,inbox.example,3-4,Essential only
CUS00387,2016-06-19,Gold,Premium,25-34,Web,Footscray,7,4713.96,True,3011,VIC,Australia,hi,Paid Search,Active,Mobile,inbox.example,2,Essential only
CUS00388,2014-08-24,Silver,Premium,18-24,Web,Melbourne,15,13243.52,True,3000,VIC,Australia,ru,Organic,Active,Desktop,example.net,2,Quarterly
CUS00389,2017-07-26,Bronze,Premium,18-24,Mobile,Footscray,13,6713.42,True,3011,VIC,Australia,fr,Referral,Active,Tablet,inbox.example,3-4,Quarterly
CUS00390,2014-01-04,Gold,Small Business,18-24,Mobile,Docklands,2,936.47,True,3008,VIC,Australia,es,Store,Active,Mobile,example.net,5+,Weekly
CUS00391,2013-03-19,Bronze,Premium,55+,Mobile,Southbank,17,11189.48,True,3006,VIC,Australia,ar,Referral,Active,Desktop,example.net,2,Essential only
CUS00392,2016-04-16,Platinum,Premium,35-44,Store,Northcote,9,3968.61,True,3070,VIC,Australia,en,Paid Search,Active,Tablet,mail.test,2,Weekly
CUS00393,2013-08-14,Silver,Premium,45-54,Mobile,Southbank,10,4039.17,False,3006,VIC,Australia,ru,Social,Dormant,Mobile,mail.test,2,Monthly
CUS00394,2017-06-05,Platinum,Small Business,45-54,Mobile,Southbank,4,2529.88,True,3006,VIC,Australia,pl,Paid Search,Dormant,Tablet,example.net,2,Weekly
CUS00395,2013-10-14,Silver,Small Business,45-54,Web,Melbourne,2,1138.82,True,3000,VIC,Australia,pl,Paid Search,Review,Mobile,inbox.example,3-4,Essential only
CUS00396,2013-12-18,Silver,Premium,55+,Web,Docklands,12,9269.31,True,3008,VIC,Australia,ja,Social,Active,Mobile,example.net,1,Essential only
CUS00397,2017-01-11,Bronze,Premium,25-34,Store,Hawthorn,18,6214.55,True,3122,VIC,Australia,it,Store,Dormant,Desktop,inbox.example,2,Weekly
CUS00398,2014-06-05,Gold,Premium,35-44,Web,Southbank,18,16457.24,False,3006,VIC,Australia,ru,Paid Search,Dormant,Desktop,inbox.example,1,Essential only
CUS00399,2013-07-08,Gold,Value,25-34,Web,Hawthorn,21,13354.37,True,3122,VIC,Australia,pt,Store,Active,Mobile,example.net,5+,Essential only
CUS00400,2017-02-01,Silver,Small Business,35-44,Store,Hawthorn,9,7519.02,True,3122,VIC,Australia,it,Paid Search,Active,Mobile,inbox.example,2,Essential only
CUS00401,2016-04-07,Bronze,Premium,35-44,Store,St Kilda,14,7594.09,True,3182,VIC,Australia,de,Store,Active,Desktop,mail.test,3-4,Essential only
CUS00402,2015-09-01,Bronze,Premium,35-44,Web,Brunswick,2,2637.94,True,3056,VIC,Australia,es,Referral,Active,Desktop,mail.test,1,Weekly
CUS00403,2017-05-23,Bronze,Mainstream,25-34,Web,Docklands,20,13739.07,True,3008,VIC,Australia,zh,Referral,Active,Tablet,mail.test,5+,Quarterly
CUS00404,2016-09-22,Bronze,Premium,25-34,Store,Footscray,8,3277.74,True,3011,VIC,Australia,de,Referral,Active,Desktop,mail.test,1,Essential only
CUS00405,2017-11-02,Platinum,Small Business,45-54,Mobile,Melbourne,19,12453.67,True,3000,VIC,Australia,zh,Social,Active,Mobile,inbox.example,1,Weekly
CUS00406,2015-09-08,Bronze,Mainstream,25-34,Web,Richmond,5,1822.35,True,3121,VIC,Australia,hi,Organic,Active,Mobile,example.net,3-4,Monthly
CUS00407,2014-09-12,Silver,Mainstream,35-44,Store,Docklands,17,3071.44,True,3008,VIC,Australia,en,Paid Search,Active,Desktop,inbox.example,2,Monthly
CUS00408,2014-02-24,Bronze,Value,25-34,Store,Docklands,18,3709.76,True,3008,VIC,Australia,de,Paid Search,Active,Mobile,example.net,5+,Essential only
CUS00409,2013-05-03,Bronze,Value,25-34,Store,Brunswick,1,306.11,True,3056,VIC,Australia,ar,Referral,Active,Mobile,mail.test,5+,Essential only
CUS00410,2017-09-19,Silver,Mainstream,18-24,Web,Footscray,12,9154.62,True,3011,VIC,Australia,de,Referral,Active,Tablet,mail.test,2,Monthly
CUS00411,2013-06-07,Bronze,Mainstream,18-24,Store,Brunswick,13,2475.36,True,3056,VIC,Australia,en,Referral,Active,Mobile,mail.test,1,Quarterly
CUS00412,2017-02-12,Silver,Premium,45-54,Web,Footscray,5,3757.65,True,3011,VIC,Australia,ru,Social,Active,Desktop,inbox.example,3-4,Monthly
CUS00413,2016-10-13,Platinum,Small Business,18-24,Web,Melbourne,21,15045.41,True,3000,VIC,Australia,ru,Referral,Active,Desktop,inbox.example,2,Monthly
CUS00414,2016-08-13,Gold,Small Business,18-24,Web,Southbank,21,2344.56,True,3006,VIC,Australia,it,Social,Active,Mobile,inbox.example,1,Quarterly
CUS00415,2016-02-12,Platinum,Mainstream,55+,Web,Melbourne,4,3133.46,False,3000,VIC,Australia,nl,Organic,Active,Mobile,inbox.example,5+,Monthly
CUS00416,2014-04-16,Silver,Premium,18-24,Web,Docklands,15,3730.0,False,3008,VIC,Australia,hi,Referral,Active,Mobile,inbox.example,5+,Quarterly
CUS00417,2016-02-21,Bronze,Value,35-44,Web,Brunswick,6,5632.31,False,3056,VIC,Australia,nl,Store,Active,Mobile,inbox.example,3-4,Essential only
CUS00418,2013-12-09,Silver,Premium,55+,Store,Brunswick,0,416.99,True,3056,VIC,Australia,it,Paid Search,Active,Mobile,mail.test,3-4,Quarterly
CUS00419,2017-09-26,Gold,Value,18-24,Store,Docklands,4,1098.36,True,3008,VIC,Australia,hi,Social,Review,Mobile,example.net,3-4,Weekly
CUS00420,2017-12-17,Gold,Mainstream,25-34,Store,Brunswick,10,4475.81,False,3056,VIC,Australia,hi,Organic,Dormant,Desktop,example.net,3-4,Essential only
CUS00421,2016-09-25,Bronze,Small Business,35-44,Mobile,Hawthorn,3,3364.07,True,3122,VIC,Australia,es,Store,Active,Mobile,inbox.example,3-4,Quarterly
CUS00422,2015-10-01,Bronze,Mainstream,55+,Web,Docklands,18,14992.73,False,3008,VIC,Australia,pt,Organic,Active,Mobile,mail.test,3-4,Monthly
CUS00423,2015-10-05,Bronze,Small Business,45-54,Store,Docklands,2,2267.82,False,3008,VIC,Australia,it,Social,Active,Tablet,inbox.example,1,Monthly
CUS00424,2016-06-03,Silver,Value,35-44,Store,Brunswick,13,8661.0,True,3056,VIC,Australia,de,Social,Active,Tablet,mail.test,2,Monthly
CUS00425,2013-10-21,Bronze,Premium,25-34,Store,Southbank,21,14433.35,False,3006,VIC,Australia,ja,Organic,Active,Desktop,example.net,2,Weekly
CUS00426,2015-10-05,Bronze,Premium,55+,Web,Southbank,9,6956.13,False,3006,VIC,Australia,fr,Store,Active,Tablet,example.net,5+,Quarterly
CUS00427,2015-01-22,Platinum,Mainstream,45-54,Store,Southbank,0,342.06,False,3006,VIC,Australia,ja,Store,Active,Mobile,mail.test,1,Quarterly
CUS00428,2017-12-14,Silver,Premium,18-24,Web,Melbourne,9,6043.96,True,3000,VIC,Australia,ja,Store,Active,Desktop,example.net,3-4,Essential only
CUS00429,2016-07-27,Gold,Value,18-24,Mobile,Carlton,7,817.77,False,3053,VIC,Australia,nl,Organic,Active,Desktop,inbox.example,5+,Weekly
CUS00430,2017-12-01,Silver,Mainstream,35-44,Web,St Kilda,0,500.46,False,3182,VIC,Australia,ja,Store,Active,Tablet,mail.test,3-4,Weekly
CUS00431,2015-09-25,Silver,Mainstream,55+,Web,Carlton,4,3203.34,True,3053,VIC,Australia,hi,Organic,Active,Desktop,example.net,5+,Quarterly
CUS00432,2013-03-21,Silver,Value,55+,Mobile,Northcote,0,443.88,True,3070,VIC,Australia,zh,Social,Active,Tablet,inbox.example,3-4,Monthly
CUS00433,2017-05-21,Platinum,Small Business,55+,Web,Richmond,17,10188.19,True,3121,VIC,Australia,nl,Referral,Active,Mobile,example.net,2,Monthly
CUS00434,2014-12-08,Bronze,Mainstream,18-24,Store,Northcote,7,5874.1,False,3070,VIC,Australia,ar,Store,Active,Desktop,inbox.example,3-4,Quarterly
CUS00435,2017-08-16,Bronze,Small Business,25-34,Mobile,Brunswick,5,3036.53,True,3056,VIC,Australia,zh,Organic,Active,Mobile,mail.test,3-4,Essential only
CUS00436,2016-11-07,Silver,Small Business,55+,Mobile,Melbourne,21,11253.36,False,3000,VIC,Australia,pt,Social,Active,Tablet,example.net,1,Monthly
CUS00437,2016-12-13,Gold,Small Business,55+,Web,Northcote,14,8234.04,False,3070,VIC,Australia,zh,Organic,Active,Tablet,mail.test,5+,Quarterly
CUS00438,2017-05-26,Silver,Value,45-54,Store,Richmond,9,5904.04,False,3121,VIC,Australia,ru,Social,Dormant,Desktop,inbox.example,3-4,Weekly
CUS00439,2014-06-13,Gold,Mainstream,18-24,Store,Carlton,5,631.96,True,3053,VIC,Australia,ar,Referral,Active,Tablet,mail.test,3-4,Monthly
CUS00440,2016-01-12,Gold,Mainstream,18-24,Web,Southbank,7,3973.32,True,3006,VIC,Australia,ru,Store,Active,Mobile,mail.test,3-4,Essential only
CUS00441,2015-08-23,Bronze,Premium,18-24,Web,St Kilda,9,1501.2,False,3182,VIC,Australia,pl,Social,Active,Desktop,example.net,2,Weekly
CUS00442,2017-06-10,Bronze,Premium,55+,Web,Melbourne,14,12908.25,True,3000,VIC,Australia,pt,Organic,Active,Mobile,mail.test,1,Quarterly
CUS00443,2013-07-14,Gold,Value,18-24,Web,Northcote,15,1836.46,False,3070,VIC,Australia,en,Referral,Active,Mobile,example.net,5+,Weekly
CUS00444,2013-11-14,Bronze,Premium,35-44,Mobile,Hawthorn,1,489.13,False,3122,VIC,Australia,fr,Paid Search,Active,Desktop,example.net,2,Quarterly
CUS00445,2017-08-25,Bronze,Small Business,35-44,Web,Footscray,0,508.76,True,3011,VIC,Australia,fr,Referral,Active,Mobile,example.net,2,Essential only
CUS00446,2017-11-25,Silver,Mainstream,55+,Web,Northcote,2,1845.84,False,3070,VIC,Australia,ja,Store,Active,Mobile,mail.test,5+,Weekly
CUS00447,2015-06-26,Silver,Small Business,25-34,Store,Carlton,13,12564.38,False,3053,VIC,Australia,de,Organic,Active,Mobile,mail.test,2,Essential only
CUS00448,2017-01-22,Silver,Mainstream,18-24,Web,St Kilda,5,2072.05,False,3182,VIC,Australia,it,Referral,Active,Tablet,example.net,2,Weekly
CUS00449,2016-05-08,Bronze,Value,45-54,Store,Docklands,13,6753.67,False,3008,VIC,Australia,it,Store,Active,Desktop,mail.test,5+,Essential only
CUS00450,2013-10-21,Platinum,Small Business,35-44,Mobile,Hawthorn,11,1801.06,True,3122,VIC,Australia,nl,Referral,Active,Tablet,example.net,2,Quarterly
CUS00451,2013-01-20,Bronze,Value,55+,Web,Melbourne,1,1504.87,True,3000,VIC,Australia,nl,Organic,Active,Mobile,inbox.example,3-4,Essential only
CUS00452,2013-07-20,Bronze,Premium,25-34,Store,Brunswick,15,2015.87,True,3056,VIC,Australia,ar,Referral,Active,Desktop,example.net,1,Weekly
CUS00453,2015-01-10,Bronze,Mainstream,55+,Mobile,Southbank,16,11963.22,True,3006,VIC,Australia,ja,Organic,Active,Tablet,inbox.example,1,Weekly
CUS00454,2016-10-09,Bronze,Value,25-34,Mobile,Brunswick,13,7455.65,True,3056,VIC,Australia,es,Social,Active,Tablet,mail.test,1,Quarterly
CUS00455,2014-07-10,Bronze,Small Business,25-34,Web,Footscray,6,3756.39,False,3011,VIC,Australia,fr,Paid Search,Active,Mobile,example.net,5+,Weekly
CUS00456,2017-04-04,Silver,Premium,55+,Store,Brunswick,8,7493.68,True,3056,VIC,Australia,pl,Store,Active,Desktop,inbox.example,3-4,Quarterly
CUS00457,2015-04-19,Bronze,Value,35-44,Web,Richmond,1,573.59,False,3121,VIC,Australia,de,Store,Active,Mobile,mail.test,2,Weekly
CUS00458,2017-03-03,Silver,Value,25-34,Mobile,Footscray,6,2510.04,False,3011,VIC,Australia,en,Store,Active,Tablet,example.net,1,Essential only
CUS00459,2014-05-23,Platinum,Premium,45-54,Store,Southbank,8,3233.49,True,3006,VIC,Australia,it,Referral,Active,Desktop,inbox.example,2,Weekly
CUS00460,2017-04-05,Bronze,Mainstream,55+,Mobile,Brunswick,2,1016.05,True,3056,VIC,Australia,de,Organic,Active,Tablet,mail.test,2,Weekly
CUS00461,2016-08-19,Gold,Premium,55+,Mobile,Richmond,18,2959.99,False,3121,VIC,Australia,pl,Social,Active,Mobile,mail.test,5+,Essential only
CUS00462,2017-06-11,Gold,Value,25-34,Web,Hawthorn,4,927.31,False,3122,VIC,Australia,ru,Organic,Active,Desktop,mail.test,5+,Monthly
CUS00463,2014-03-09,Bronze,Small Business,45-54,Mobile,Docklands,9,4535.54,True,3008,VIC,Australia,en,Referral,Active,Desktop,example.net,2,Quarterly
CUS00464,2014-08-16,Bronze,Premium,18-24,Mobile,Docklands,17,8304.24,True,3008,VIC,Australia,es,Store,Active,Desktop,example.net,5+,Weekly
CUS00465,2014-11-12,Silver,Mainstream,55+,Web,Carlton,13,5452.86,True,3053,VIC,Australia,it,Social,Active,Mobile,mail.test,3-4,Quarterly
CUS00466,2014-08-17,Bronze,Premium,55+,Mobile,Richmond,20,9746.25,True,3121,VIC,Australia,zh,Social,Active,Tablet,example.net,1,Weekly
CUS00467,2015-01-13,Bronze,Premium,55+,Mobile,Brunswick,21,18443.09,True,3056,VIC,Australia,de,Organic,Active,Mobile,mail.test,2,Essential only
CUS00468,2014-07-03,Bronze,Premium,25-34,Web,Carlton,9,4534.79,True,3053,VIC,Australia,nl,Social,Active,Desktop,example.net,1,Monthly
CUS00469,2014-04-17,Silver,Small Business,35-44,Mobile,Richmond,12,9231.1,False,3121,VIC,Australia,pl,Organic,Active,Desktop,mail.test,3-4,Essential only
CUS00470,2014-05-10,Bronze,Mainstream,35-44,Mobile,Footscray,11,1940.43,False,3011,VIC,Australia,en,Referral,Active,Tablet,inbox.example,2,Monthly
CUS00471,2017-08-11,Bronze,Value,18-24,Store,St Kilda,20,10655.22,True,3182,VIC,Australia,ar,Social,Active,Tablet,example.net,1,Weekly
CUS00472,2015-01-24,Bronze,Small Business,25-34,Web,Docklands,14,1979.59,True,3008,VIC,Australia,ar,Store,Review,Tablet,example.net,5+,Monthly
CUS00473,2016-06-22,Gold,Mainstream,18-24,Store,Docklands,3,1119.68,True,3008,VIC,Australia,de,Store,Active,Tablet,mail.test,3-4,Monthly
CUS00474,2013-02-27,Silver,Small Business,25-34,Web,Richmond,18,3506.86,True,3121,VIC,Australia,hi,Store,Active,Mobile,example.net,3-4,Essential only
CUS00475,2015-04-01,Bronze,Mainstream,35-44,Mobile,Brunswick,4,2999.54,False,3056,VIC,Australia,ru,Social,Dormant,Tablet,inbox.example,1,Monthly
CUS00476,2013-03-09,Silver,Premium,55+,Store,St Kilda,6,6027.85,True,3182,VIC,Australia,pl,Organic,Active,Tablet,inbox.example,5+,Weekly
CUS00477,2016-11-11,Bronze,Small Business,35-44,Web,Footscray,5,4999.41,False,3011,VIC,Australia,es,Organic,Active,Mobile,mail.test,1,Quarterly
CUS00478,2017-07-04,Silver,Value,25-34,Web,St Kilda,18,8631.81,False,3182,VIC,Australia,hi,Social,Active,Desktop,mail.test,3-4,Monthly
CUS00479,2016-11-15,Gold,Small Business,18-24,Web,Docklands,13,10566.89,True,3008,VIC,Australia,hi,Referral,Active,Desktop,mail.test,1,Monthly
CUS00480,2014-10-23,Gold,Premium,35-44,Mobile,Southbank,14,8633.43,True,3006,VIC,Australia,hi,Referral,Active,Desktop,inbox.example,2,Quarterly
CUS00481,2014-01-18,Silver,Small Business,55+,Mobile,Southbank,21,6236.76,False,3006,VIC,Australia,it,Referral,Active,Tablet,example.net,1,Monthly
CUS00482,2014-06-14,Bronze,Mainstream,55+,Store,Southbank,8,1912.14,True,3006,VIC,Australia,it,Referral,Active,Mobile,inbox.example,5+,Monthly
CUS00483,2017-12-05,Silver,Mainstream,25-34,Web,Southbank,11,5309.38,True,3006,VIC,Australia,ar,Referral,Active,Desktop,example.net,5+,Essential only
CUS00484,2013-03-19,Silver,Value,55+,Store,Southbank,20,17804.87,True,3006,VIC,Australia,ar,Social,Active,Tablet,mail.test,2,Weekly
CUS00485,2016-07-04,Platinum,Small Business,25-34,Web,Footscray,12,8398.14,True,3011,VIC,Australia,ar,Organic,Active,Mobile,example.net,2,Monthly
CUS00486,2015-05-05,Gold,Value,35-44,Web,Brunswick,8,6631.43,True,3056,VIC,Australia,hi,Referral,Active,Desktop,mail.test,1,Weekly
CUS00487,2017-11-05,Bronze,Value,25-34,Mobile,Richmond,15,12314.94,False,3121,VIC,Australia,hi,Social,Dormant,Mobile,example.net,5+,Quarterly
CUS00488,2016-08-26,Bronze,Premium,25-34,Web,Brunswick,3,3414.74,True,3056,VIC,Australia,en,Paid Search,Active,Tablet,example.net,3-4,Essential only
CUS00489,2015-05-10,Silver,Value,55+,Mobile,Northcote,14,5942.99,True,3070,VIC,Australia,en,Referral,Active,Mobile,mail.test,3-4,Monthly
CUS00490,2016-01-13,Bronze,Premium,45-54,Web,St Kilda,14,6111.55,True,3182,VIC,Australia,es,Store,Active,Mobile,inbox.example,5+,Weekly
CUS00491,2015-07-02,Bronze,Premium,55+,Web,Carlton,21,6070.34,True,3053,VIC,Australia,ar,Organic,Active,Tablet,mail.test,3-4,Quarterly
CUS00492,2013-10-06,Bronze,Mainstream,35-44,Store,Brunswick,11,10231.58,True,3056,VIC,Australia,ru,Social,Dormant,Desktop,example.net,1,Essential only
CUS00493,2017-03-11,Platinum,Mainstream,55+,Mobile,Richmond,12,3142.58,True,3121,VIC,Australia,pt,Store,Active,Desktop,inbox.example,1,Essential only
CUS00494,2016-09-15,Gold,Premium,55+,Mobile,Southbank,4,1794.16,True,3006,VIC,Australia,it,Referral,Active,Desktop,inbox.example,1,Weekly
CUS00495,2016-06-26,Platinum,Small Business,35-44,Store,Footscray,15,8295.57,True,3011,VIC,Australia,ar,Paid Search,Active,Mobile,inbox.example,1,Monthly
CUS00496,2014-06-14,Bronze,Value,18-24,Store,Brunswick,10,3507.55,True,3056,VIC,Australia,nl,Referral,Dormant,Mobile,example.net,1,Essential only
CUS00497,2017-05-02,Gold,Premium,35-44,Store,Footscray,3,660.29,False,3011,VIC,Australia,ja,Organic,Active,Tablet,example.net,2,Quarterly
CUS00498,2017-02-06,Bronze,Premium,35-44,Web,Hawthorn,6,4653.6,True,3122,VIC,Australia,fr,Referral,Active,Tablet,mail.test,5+,Essential only
CUS00499,2014-03-19,Bronze,Premium,45-54,Mobile,Richmond,10,3316.36,False,3121,VIC,Australia,es,Organic,Active,Mobile,inbox.example,1,Quarterly
CUS00500,2016-12-18,Platinum,Premium,18-24,Web,Northcote,3,779.68,True,3070,VIC,Australia,pt,Paid Search,Active,Desktop,inbox.example,5+,Essential only
